,text
4809,"['since', 'when', 'is', 'it', 'a', 'crime', 'to', 'accumulate', 'wealth', 'in', 'india', 'and', 'why', 'shouldnt', 'they', 'speak', 'on', 'mehengai', 'they', 'are', 'elected', 'representatives', 'who', 'have', 'to', 'speak', 'for', 'the', 'electorate', 'just', 'because', 'u', 'can', 'eat', 'cake', 'u', 'cant', 'stop', 'fighting', 'for', 'those', 'who', 'cant', 'how', 'did', 'we', 'get', 'so', 'twisted']"
4810,"['bakwas', 'bandh', 'karo', 'mehengai', 'kam', 'karo', 'adani', 'ka', 'dalali', 'nahi', 'logo', 'ka', 'kam', 'karo']"
4811,"['bakwas', 'bandh', 'karo', 'mehengai', 'kam', 'karo', 'asli', 'deshbhakti', 'sikho', 'tiranga', 'pe', 'dhanda', 'nahi', 'logo', 'ka', 'kam', 'karo']"
4812,"['a', 'woman', 'holding', 'her', 'tears', 'showing', 'her', 'grocery', 'receipt', 'and', 'monthly', 'bill', 'mehengai', 'itni', 'hai', 'k', 'agar', 'aapkay', 'ghar', 'koi', 'beemaar', 'hai', 'it', 'almost', 'impossible', 'to', 'manage', 'the', 'finances', 'cant', 'even', 'imagine', 'what', 'she', 'must', 'be', 'going', 'through', 'via']"
4813,"['bhai', 'aap', 'logo', 'kay', 'pas', 'bahut', 'paisa', 'hai', 'itni', 'mehengai', 'mein', 'ebco', 'imtiaz', 'jatay', 'hain', 'middle', 'classiye', 'ab']"
4814,"['bhae', 'saab', 'kuch', 'jada', 'nahi', 'ho', 'gayapakistan', 'ta', 'bhikari', 'desh', 'hai', 'and', 'etna', 'wahan', 'pe', 'mehengai', 'hai', 'film', 'dekhenge', 'kya']"
4815,"['disbanding', 'punjab', 'lg', 'was', 'bad', 'and', 'should', 'be', 'condemned', 'doesnt', 'make', 'his', 'solution', 'for', 'khi', 'wrong', 'speaking', 'of', 'hypocrisy', 'being', 'exposed', 'i', 'can', 'bring', 'you', 'atleast', 'guy', 'the', 'dude', 'who', 'was', 'at', 'mehengai', 'mukao', 'march', 'after', 'petrol', 'hikes', 'when', 'ik', 'mukaod', 'it', 'he', 'started', 'crying', 'abt', 'laying', 'traps']"
4816,"['tamam', 'party', 'ko', 'betker', 'mulk', 'mehengaisehlab', 'dhaal', 'cheni', 'attaor', 'ghareeb', 'ke', 'bare', 'me', 'socheyad', 'rakna', 'ye', 'mulk', 'or', 'awam', 'he', 'tho', 'ap', 'sub', 'ho']"
4817,"['congress', 'lao', 'mehengai', 'nehi', 'des', 'hi', 'bech', 'ke', 'kha', 'jayega']"
4818,"['buhat', 'mehengai', 'hogai', 'hai']"
4820,"['mehengai', 'kam', 'karo', 'abhiyan', 'kyun', 'nahi']"
4821,"['bhai', 'mar', 'jayenge', 'par', 'berojgari', 'aur', 'mehengai', 'pe', 'na', 'bolenge']"
4822,"['sir', 'khiladiyon', 'ko', 'bahut', 'congratulate', 'kar', 'diya', 'aur', 'vo', 'medal', 'b', 'le', 'aayeab', 'thodi', 'desh', 'knkhiladio', 'p', 'b', 'dhyan', 'de', 'do', 'jo', 'roz', 'dal', 'roti', 'k', 'liye', 'khel', 'rhe', 'hthoda', 'mehengai', 'pe', 'b', 'kaam', 'kar', 'lotime', 'waste', 'mat', 'kariye', 'hrs', 'ka', 'bhashan', 'deke', 'roz', 'roz']"
4823,"['ko', 'bhejo', 'gujrat', 'woh', 'mehengai', 'ke', 'fayde', 'bhi', 'bataygi', 'or', 'agar', 'koi', 'ek', 'saal', 'tak', 'kuch', 'khaye', 'nahi', 'to', 'kya', 'kya', 'kar', 'sakte', 'hai', 'woh', 'bhi', 'bataygi']"
4824,"['gujrat', 'main', 'aisa', 'kaise', 'chalega', 'jor', 'lagao', 'mehengai', 'ke', 'fayde', 'batao']"
4825,"['sir', 'amrit', 'mahotsav', 'kaise', 'hua', 'zara', 'samjha', 'do', 'itni', 'mehengai', 'mein', 'itne', 'jhute', 'waado', 'mein', 'hamare', 'pm', 'modiji', 'ke']"
4826,"['but', 'mehengai', 'ko', 'control', 'me', 'rakhe', 'gas', 'petrol', 'sabka', 'rate', 'badh', 'gaya', 'hai', 'modi', 'ji', 'ke', 'aane', 'ke', 'baad', 'usse', 'control', 'me', 'kiya', 'jaye']"
4827,"['mehengai', 'berozgaari', 'me', 'hai', 'desh', 'me', 'nahi', 'hum', 'thodi', 'na', 'hai', 'jo', 'apne', 'chor', 'mamma', 'aur', 'bhai', 'ko', 'bachane', 'sadak', 'par', 'dharna', 'denge']"
4828,"['mehengai', 'ke', 'supporters', 'are', 'now', 'saying', 'cant', 'you', 'spend', 'rs', 'or', 'for', 'the', 'nation', 'like', 'flag', 'manufacturing', 'companies', 'are', 'going', 'to', 'get', 'rich', 'with', 'your', 'rs', 'or', 'first', 'they', 'havent', 'learnt', 'multiplication', 'second', 'this', 'post', 'announcement', 'defend', 'mode', 'is', 'too', 'predictable']"
4829,"['har', 'ghar', 'mehengai', 'ap', 'k', 'hi', 'den', 'he']"
4830,"['job', 'do', 'tiranga', 'laga', 'ne', 'se', 'pet', 'nahi', 'bhartadesh', 'ke', 'yuva', 'o', 'ko', 'naukri', 'dorozgar', 'domehengai', 'hatao', 'pehle']"
4831,"['blind', 'bhakts', 'are', 'happy', 'with', 'bo', 'failure', 'of', 'lsc', 'lsc', 'hit', 'or', 'flop', 'will', 'really', 'change', 'ur', 'life', 'what', 'about', 'all', 'time', 'highest', 'prices', 'of', 'petrollpgtaxes', 'ye', 'mehengai', 'nahi', 'dikhti', 'apne', 'sarkar', 'ki', 'this', 'will', 'affect', 'ur', 'life']"
4832,"['har', 'ghar', 'roti', 'aur', 'anaj', 'har', 'ghar', 'shudh', 'paani', 'har', 'ghar', 'bijli', 'har', 'ghar', 'shauchalay', 'har', 'ghar', 'arogya', 'suvidha', 'har', 'ghar', 'mehengai', 'se', 'rahat', 'dear', 'govt', 'can', 'you', 'please', 'set', 'your', 'priorities', 'right']"
4833,"['har', 'ghar', 'mehengai', 'mukt']"
4834,"['kids', 'toh', 'mehengai', 'hogi']"
4835,"['ye', 'desh', 'drohi', 'tirange', 'ka', 'naam', 'sirf', 'isliye', 'lete', 'h', 'taki', 'logo', 'ka', 'dhyan', 'mehengai', 'berozgari', 'se', 'hata', 'rahe', 'baki', 'tirange', 'se', 'inhe', 'koi', 'lena', 'dena', 'nahi', 'h']"
4836,"['ha', 'thik', 'vaise', 'jaise', 'mehengai', 'aur', 'berozgari', 'ke', 'dharne', 'ko', 'aap', 'aur', 'aapke', 'aaka', 'ne', 'kaala', 'jadu', 'se', 'jod', 'diya', 'aur', 'jhumle', 'pheku', 'raja', 'to', 'on', 'air', 'aakar', 'bol', 'rahe', 'the', 'yeh', 'kya', 'ek', 'desh', 'ke', 'pm', 'hai']"
4837,"['har', 'ghar', 'mehengai', 'ki', 'maar']"
4838,"['bjp', 'hatao', 'desh', 'ki', 'sampatti', 'udyogpatiyon', 'ke', 'hatho', 'me', 'jane', 'se', 'bachao', 'ye', 'janta', 'ko', 'gulam', 'bana', 'dega', 'dhire', 'dhire', 'mehengai', 'berojgari', 'bhukhmari', 'gdp', 'rupaya', 'lakh', 'logo', 'ke', 'khate', 'me', 'de', 'raha', 'tha', 'jhoota', 'feku']"
4839,"['jis', 'aadmi', 'ke', 'pass', 'se', 'pehle', 'mehengai', 'berojgari', 'bhukhmari', 'gdp', 'rupaya', 'sab', 'ka', 'solution', 'hua', 'karta', 'tha', 'inke', 'pass', 'ab', 'pata', 'nahi', 'kya', 'ho', 'gaya', 'kuch', 'samajh', 'me', 'hi', 'nahi', 'aa', 'raha', 'hai', 'ise', 'jhoota', 'feku', 'samjha', 'jay', 'ya', 'agyani']"
4840,"['je', 'to', 'chalo', 'salo', 'ki', 'bat', 'hai', 'bo', 'v', 'a', 'film', 'ki', 'sarkar', 'ki', 'nakami', 'to', 'salo', 'me', 'etani', 'buri', 'nahi', 'hui', 'je', 'a', 'desh', 'ki', 'bat', 'hai', 'jis', 'ne', 'apni', 'desh', 'ki', 'janta', 'ka', 'dam', 'ghota', 'hua', 'hai', 'mehengai', 'se', 'berojgaro', 'se', 'tanashahi', 'se']"
4841,"['jitan', 'jur', 'app', 'lalsinghchaddha', 'ke', 'liye', 'laga', 'rahe', 'ho', 'utana', 'jur', 'app', 'sarkar', 'se', 'berojgaro', 'ke', 'liye', 'laga', 'lo', 'shayd', 'ashe', 'din', 'a', 'jaye', 'badati', 'hui', 'mehengai', 'par', 'jur', 'laga', 'lo', 'shayd', 'ashe', 'din', 'a', 'jaye']"
4842,"['bus', 'yahi', 'to', 'chahiye', 'mudda', 'ho', 'berozgaari', 'mehengai', 'nari', 'suraksha', 'aur', 'hissedari', 'sikha', 'swasth', 'aur', 'infra']"
4843,"['hame', 'mehengai', 'pasand', 'hai', 'aur', 'padhai', 'karo', 'we', 'all', 'love', 'it']"
4844,"['wesay', 'is', 'garmi', 'mein', 'is', 'mehengai', 'mein', 'bnta', 'nhi', 'lakin', 'ap', 'laadis', 'ho', 'tu', 'kr', 'rha']"
4845,"['yar', 'is', 'mehengai', 'mein', 'munasib', 'hain', 'wesay', 'lakin', 'ap', 'kia', 'bolti', 'hain', 'wo', 'bhi', 'batain', 'phir', 'nikalty', 'kuch', 'beech', 'ka']"
4846,"['done', 'hogye', 'aik', 'cheekh', 'mar', 'k', 'rony', 'k', 'hongy', 'bhyy', 'mehengai', 'bohot', 'hai']"
4847,"['arey', 'bhai', 'mehengai', 'kam', 'hone', 'ka', 'ye', 'matlab', 'nahi', 'ki', 'price', 'kam', 'jo', 'rahe', 'haiiska', 'ye', 'matlab', 'hai', 'ki', 'price', 'thoda', 'kam', 'increase', 'ho', 'raha', 'haiagar', 'sabhi', 'products', 'ke', 'price', 'kam', 'hone', 'lage', 'matlab', 'economy', 'ki', 'band', 'bajne', 'wali', 'haiisey', 'deflation', 'kehte', 'hai']"
4848,"['rs', 'ki', 'dairy', 'milk', 'nhi', 'aati', 'ab', 'kitti', 'baar', 'samjhau', 'ab', 'thoda', 'badal', 'jamane', 'k', 'sath', 'mehengai', 'k', 'sath']"
4849,"['yea', 'true', 'after', 'may', 'and', 'yesterday', 'arrest', 'of', 'a', 'months', 'old', 'kid', 'this', 'govt', 'can', 'go', 'to', 'any', 'low', 'so', 'no', 'surprises', 'there', 'pr', 'ab', 'log', 'nai', 'chorenge', 'jitna', 'ziada', 'time', 'guzrega', 'utna', 'ziada', 'response', 'severe', 'hoga', 'ku', 'k', 'agr', 'haqeeqi', 'azadi', 'pr', 'na', 'b', 'nikle', 'log', 'lekin', 'mehengai', 'pr', 'log', 'marenge', 'nikl', 'kr']"
4850,"['ary', 'petroleum', 'or', 'baqi', 'tamam', 'chizain', 'jo', 'barhi', 'mehengai', 'se', 'wo', 'kub', 'kam', 'ya', 'us', 'par', 'control', 'karne', 'ka', 'khayal', 'kub', 'ayega', 'choron']"
4851,"['per', 'dua', 'bohot', 'mehengai', 'hai', 'gul']"
4852,"['badti', 'hui', 'mehengaii', 'pe', 'charcha']"
4853,"['jara', 'influence', 'rate', 'check', 'karna', 'kitna', 'hai', 'aur', 'jab', 'tumhari', 'gand', 'fatti', 'hai', 'to', 'mehengai', 'kyu', 'yaad', 'aati', 'hai']"
4854,"['a', 'lady', 'in', 'the', 'clip', 'is', 'saying', 'agar', 'bachhe', 'ho', 'to', 'iss', 'mehengai', 'me', 'kaise', 'kaam', 'chalae', 'and', 'this', 'congress', 'scum', 'is', 'happy', 'to', 'report', 'that', 'check', 'from', 'second']"
4855,"['na', 'mehengai', 'par', 'sawal', 'na', 'berozgari', 'be', 'sawal', 'bass', 'dalali', 'me', 'sabse', 'tez']"
4856,"['jamne', 'waley', 'ka', 'mun', 'kala', 'jab', 'dollar', 'pe', 'tha', 'to', 'pdm', 'ai', 'u', 'supported', 'mehengai', 'march', 'koi', 'sharam', 'koi', 'haya']"
4857,"['in', 'sabko', 'mehengai', 'se', 'farak', 'nahi', 'padta', 'inko', 'mandir', 'ki', 'rewdi', 'mil', 'gayi', 'hai', 'bas', 'yeh', 'sab', 'issi', 'mein', 'khush', 'hai']"
4858,"['rupiye', 'me', 'ghar', 'kaise', 'chalayenge', 'itni', 'mehengai', 'me']"
4859,"['beghairato', 'say', 'yaha', 'tk', 'kon', 'laya', 'mazeed', 'beghairato', 'petrol', 'ka', 'kab', 'kar', 'rahey', 'us', 'say', 'bhi', 'mazeed', 'beghairato', 'dollar', 'pe', 'kab', 'aa', 'raha', 'waladul', 'haramo', 'mehengai', 'asman', 'say', 'zameen', 'pe', 'kab', 'aa', 'rahi', 'hay']"
4860,"['mehengai', 'se', 'gdp', 'ki', 'g', 'phat', 'gyi', 'hai', 'bachi', 'dp', 'usme', 'jhanda', 'flag', 'laga', 'lo']"
4861,"['ye', 'nahi', 'bataya', 'ki', 'kyu', 'zyada', 'hai', 'mehengai', 'on', 'the', 'first', 'place']"
4862,"['mehengai', 'badh', 'gayi', 'hai', 'rs', 'mein', 'choki', 'choki', 'choki', 'bhi', 'nahi', 'aata', 'mai', 'nahi', 'bech', 'raha']"
4863,"['mehengai', 'pe', 'bol', 'deya', 'boss', 'ne', 'mana', 'kia', 'hai']"
4864,"['kaha', 'hai', 'mehengaikaha', 'hai', 'mehengai']"
4865,"['dikhti', 'hai', 'tumhare', 'raaj', 'mein', 'thee', 'mehengai', 'dar', 'aur', 'modiji', 'ke', 'raaj', 'mei', 'corona', 'ke', 'dauran', 'hui', 'hai', 'jab', 'russia', 'aur', 'ukraine', 'ka', 'yuddh', 'chal', 'raha', 'hai', 'anyatha', 'through', 'out', 'ke', 'kareeb', 'rahasab', 'dikhta', 'hai', 'kaale', 'kapde', 'bhi', 'dikhe', 'andar', 'ka', 'bhi', 'dikhta', 'hai', 'sab', 'urfiya', 'ranveer', 'ho']"
4866,"['mehengai', 'itni', 'badh', 'gayi', 'hai', 'sahab', 'ko', 'kaise', 'impress', 'kare', 'rupye', 'kamane', 'k', 'liye', 'to', 'aise']"
4867,"['yeh', 'na', 'batao', 'kitna', 'sasta', 'hua', 'hai', 'aap', 'ne', 'mehengai', 'ki', 'waja', 'se', 'hataya', 'tha', 'yeh', 'batao', 'se', 'ooper', 'gaya', 'kyun']"
4868,"['please', 'you', 'tube', 'par', 'dal', 'do', 'sab', 'log', 'dekh', 'lenge', 'itni', 'beautiful', 'movie', 'mehengai', 'bahut', 'hai', 'paise', 'nahi', 'hai', 'logon', 'ke', 'pass']"
4869,"['arre', 'but', 'mehengai', 'bhi', 'to', 'hai', 'aur', 'pagalo', 'ki', 'tarah', 'taxes']"
4870,"['gas', 'electricor', 'ghee', 'or', 'zaroriat', 'e', 'zindagi', 'ka', 'saman', 'kitna', 'mehenga', 'hogaya', 'heus', 'per', 'imported', 'hakomet', 'ko', 'sharm', 'aani', 'chahiye', 'ya', 'shabashi', 'milni', 'chahiyejawwad', 'tumto', 'mehengai', 'khatem', 'kro', 'ka', 'naara', 'laga', 'ker', 'siyaset', 'me', 'aaney', 'they', 'ab', 'q', 'in', 'choron', 'ka', 'saath', 'de', 'rahey', 'ho', 'gharreb', 'pakistani']"
4871,"['yeh', 'doglapan', 'sirf', 'bjp', 'ko', 'sova', 'deta', 'hai', 'doglebaaz', 'party', 'ki', 'prabakta', 'pehele', 'ye', 'batayen', 'modi', 'ki', 'crore', 'naukri', 'lakh', 'account', 'mai', 'ayega', 'mehengai', 'ka', 'wada', 'kya', 'hua']"
4872,"['mehengai', 'ne', 'pareshan', 'kiya', 'he']"
4873,"['yeah', 'alhamdulillah', 'both', 'masjids', 'closest', 'to', 'my', 'home', 'are', 'going', 'solar', 'that', 'one', 'plus', 'point', 'of', 'the', 'mehengai', 'pushing', 'us', 'out', 'of', 'our', 'comfort', 'zones', 'and', 'towards', 'selfsufficiency']"
4874,"['pehli', 'baat', 'to', 'mehengai', 'nahin', 'hai', 'or', 'doosri', 'baat', 'rs', 'bachakar', 'party', 'karenge', 'movie', 'to', 'download', 'karke', 'dekh', 'lenge', 'bevkoof']"
4875,"['mehengai', 'se', 'azadi', 'save', 'more', 'this', 'weekend', 'with', 'exclusive', 'deals', 'and', 'offers', 'on', 'a', 'wide', 'range', 'of', 'products', 'visit', 'your', 'nearest', 'metro', 'wholesale', 'outlet', 'and', 'get']"
4876,"['abe', 'bampd', 'company', 'mehengai', 'pe', 'kuch', 'karega', 'tere', 'b', 'me', 'dum', 'hai']"
4877,"['mehengai', 'berozgari', 'ac', 'mein', 'baith', 'k', 'solve', 'karenge', 'jaise', 'baat', 'waisa', 'beta']"
4878,"['tbh', 'dil', 'hi', 'nh', 'h', 'celebr', 'krne', 'ka', 'na', 'mulk', 'k', 'halat', 'sai', 'na', 'govt', 'sai', 'na', 'army', 'sahi', 'na', 'judiciary', 'sai', 'na', 'system', 'sai', 'ks', 'bt', 'ki', 'azadi', 'koi', 'bi', 'ata', 'regime', 'leata', 'ha', 'koi', 'bi', 'ata', 'ha', 'mehengai', 'lata', 'ha', 'hr', 'jga', 'hr', 'chz', 'me', 'meyusi', 'ha']"
4879,"['yes', 'well', 'accepted', 'to', 'be', 'communicated', 'to', 'common', 'man', 'in', 'his', 'language', 'before', 'opposition', 'sets', 'a', 'narrative', 'of', 'mehengai', 'new', 'coined', 'word', 'after', 'communal', 'intolerance', 'lynching', 's']"
4880,"['mehengai', 'tumhara', 'bhi', 'hai']"
4881,"['pehle', 'covid', 'mei', 'taali', 'aur', 'ghanta', 'fir', 'public', 'ko', 'mila', 'gaali', 'aur', 'ghanta', 'ab', 'tiranga', 'jab', 'mehengai', 'se', 'gareeb', 'ho', 'gaya', 'hai', 'nanga', 'wahhh', 'modiji', 'wahhh']"
4882,"['mehangai', 'ka', 'm', 'bolo', 'gareeb', 'ke', 'ghar', 'chula', 'nahi', 'jal', 'raha', 'hai', 'raat', 'me', 'bache', 'bhuke', 'sote', 'hai', 'mehengai', 'ka', 'm', 'bolonahi', 'janta', 'mare', 'toh', 'mare', 'unka', 'naseeb', 'hai', 'naa', 'mrmodi']"
4883,"['aise', 'benefits', 'se', 'hi', 'bechara', 'desh', 'vasi', 'aaj', 'zinda', 'hai', 'varna', 'to', 'saal', 'ki', 'mehengai', 'to', 'ab', 'rak', 'sab', 'ko', 'khatam', 'kar', 'deti', 'sirf', 'aampa', 'hi', 'bach', 'jaate', 'aap', 'ke', 'saath']"
4884,"['drone', 'aur', 'mehengai', 'to', 'ap', 'bhool', 'he', 'gaye', 'ho']"
4885,"['arre', 'issue', 'toh', 'dhanka', 'bol', 'dete', 'mehengai', 'berozgaari', 'vala', 'lakh', 'guna', 'better', 'hai']"
4886,"['ap', 'mehengai', 'k', 'lay', 'awaz', 'otae', 'awam', 'preshan', 'he', 'pls']"
4887,"['awam', 'mehengai', 'se', 'marahehe', 'or', 'hum', 'khamosh', 'he']"
4888,"['awam', 'mehengai', 'se', 'maraheheor', 'hum', 'awaz', 'nahi', 'otarahehe']"
4889,"['petrol', 'is', 'still', 'expensive', 'cars', 'got', 'more', 'expensive', 'mobiles', 'are', 'still', 'expensive', 'commodities', 'prices', 'never', 'cam', 'back', 'mehengai', 'has', 'always', 'been', 'irreversible', 'dollar', 'goes', 'up', 'and', 'down', 'but', 'the', 'prices', 'in', 'pkr', 'never', 'came', 'back', 'so', 'stop', 'celebrating', 'it']"
4890,"['pradhan', 'mantri', 'ji', 'thodi', 'daya', 'maya', 'insano', 'pe', 'bhi', 'kardo', 'aapne', 'jo', 'desh', 'me', 'mehengai', 'kar', 'di', 'hai', 'hum', 'jaise', 'aam', 'logoko', 'bohot', 'pareshani', 'ho', 'rahi', 'hai', 'kahi', 'aisa', 'na', 'ho', 'ki', 'jo', 'janata', 'aapko', 'aur', 'aapke', 'kaam', 'ko', 'pyar', 'karti', 'thi', 'wahi', 'janta', 'aapse', 'nafrat', 'karne', 'lage', 'kuch', 'kijiye', 'please']"
4891,"['ap', 'ko', 'boghas', 'e', 'imran', 'hai', 'sirf', 'mulaqatai', 'ap', 'ko', 'yad', 'hai', 'baqe', 'jo', 'ho', 'rha', 'hai', 'wo', 'ap', 'ko', 'dekhaye', 'nahi', 'deta', 'kya', 'ap', 'logo', 'ke', 'aqal', 'tu', 'ye', 'hai', 'ke', 'pdm', 'ko', 'laya', 'gya', 'tha', 'mehengai', 'kam', 'krne', 'mehengai', 'ho', 'gye', 'hai', 'maheno', 'mai', 'lakin', 'pdm', 'wale', 'sirf', 'inteqaam', 'or', 'apni', 'cases', 'khatum', 'kr', 'rhe', 'hai']"
4892,"['unprecedented', 'inflation', 'imposed', 'on', 'nation', 'amp', 'common', 'tax', 'payer', 'by', 'modi', 'sarkar', 'all', 'during', 'azadi', 'ka', 'amritmahotsav', 'shocking', 'its', 'mehengai', 'ka', 'amrit', 'mahotsav', 'too', 'taxes', 'taxes', 'amp', 'taxes', 'on', 'common', 'man', 'as', 'all', 'parties', 'loot', 'piles', 'of', 'cash', 'amp', 'goldsaw', 'tv', 'news', 'bananarepublic']"
4893,"['unprecedented', 'inflation', 'imposed', 'on', 'nation', 'amp', 'common', 'tax', 'payer', 'by', 'modi', 'sarkar', 'all', 'during', 'shocking', 'its', 'mehengai', 'ka', 'amrit', 'mahotsav', 'too', 'taxes', 'taxes', 'amp', 'taxes', 'on', 'common', 'man', 'as', 'all', 'parties', 'loot', 'piles', 'of', 'cash', 'amp', 'goldsaw', 'tv', 'news', 'bananarepublic']"
4894,"['hey', 'thank', 'you', 'very', 'much', 'for', 'making', 'cost', 'of', 'one', 'puri', 'for', 'raising', 'price', 'upto', 'international', 'level', 'and', 'mind', 'um', 'ur', 'stock', 'holder', 'still', 'in', 'heavy', 'loss']"
4895,"['unprecedented', 'inflation', 'imposed', 'on', 'nation', 'amp', 'common', 'tax', 'payer', 'by', 'modi', 'sarkar', 'all', 'during', 'shocking', 'its', 'mehengai', 'ka', 'amrit', 'mahotsav', 'too', 'taxes', 'taxes', 'amp', 'taxes', 'on', 'common', 'man', 'as', 'all', 'parties', 'loot', 'piles', 'of', 'cash', 'amp', 'goldsaw', 'tv', 'news', 'bananarepublic']"
4896,"['unprecedented', 'inflation', 'imposed', 'on', 'nation', 'amp', 'common', 'tax', 'payer', 'by', 'modi', 'sarkar', 'all', 'during', 'shocking', 'its', 'mehengai', 'ka', 'amrit', 'mahotsav', 'too', 'taxes', 'taxes', 'amp', 'taxes', 'on', 'common', 'man', 'as', 'all', 'parties', 'loot', 'piles', 'of', 'cash', 'amp', 'goldsaw', 'tv', 'news', 'bananarepublic']"
4897,"['what', 'is', 'happening', 'in', 'my', 'country', 'im', 'so', 'sad', 'to', 'say', 'we', 'dont', 'have', 'good', 'education', 'systemno', 'employment', 'opportunities', 'farmers', 'are', 'unhappy', 'students', 'and', 'whole', 'country', 'facing', 'financial', 'problems', 'upper', 'se', 'ye', 'mehengai', 'ab', 'mehngai', 'inke', 'hisab', 'se', 'hai', 'hi', 'nhi', 'shameful']"
4898,"['mohoday', 'suzav', 'deney', 'key', 'kabil', 'mein', 'nahi', 'hu', 'na', 'meri', 'utni', 'patrata', 'hai', 'mein', 'ek', 'samanya', 'nagrik', 'hu', 'iss', 'desh', 'ka', 'merey', 'kehney', 'ka', 'tatparye', 'bas', 'itna', 'thaa', 'ki', 'jis', 'irsha', 'aur', 'jidd', 'key', 'saath', 'boycott', 'trend', 'hotey', 'hai', 'agar', 'usi', 'bal', 'sey', 'mehengai', 'key', 'khilaf', 'awaj', 'uthey', 'hi', 'to', 'sab', 'ka', 'fayda', 'hoga']"
4899,"['faltu', 'ka', 'kam', 'ek', 'kam', 'kijiye', 'peheley', 'jis', 'jis', 'ko', 'bulakey', 'mehengai', 'ka', 'charcha', 'kar', 'rahey', 'they', 'ab', 'kiu', 'nahi', 'bulakey', 'puch', 'nahi', 'rahey', 'hoo', 'sab', 'nahi', 'hoga']"
4900,"['hume', 'mehengai', 'se', 'koi', 'problum', 'nahi', 'hai', 'vikas', 'hona', 'chahiye', 'kisi', 'ka', 'bi']"
4901,"['madam', 'kya', 'aap', 'bata', 'sakti', 'hain', 'ki', 'rajasthan', 'ki', 'stithi', 'kab', 'sudhregi', 'mehengai', 'berozagari', 'garibi', 'rapes', 'and', 'murders', 'hate', 'crimes', 'from', 'muslims', 'radicals', 'but', 'police', 'going', 'soft', 'on', 'criminals', 'due', 'to', 'appeasement', 'politics']"
4902,"['mehengai', 'is', 'acceptable', 'to', 'people', 'but', 'not', 'corruption']"
4903,"['good', 'job', 'i', 'wish', 'baki', 'log', 'b', 'aise', 'kuch', 'sachai', 'compare', 'kr', 'k', 'apne', 'tweet', 'me', 'related', 'toh', 'mehengai', 'berozgaari', 'etc']"
4904,"['mehengaai', 'to', 'tere', 'baap', 'kay', 'zamane', 'me', 'bhi', 'thee', 'gareebi', 'door', 'karne', 'ka', 'vaada', 'bhi', 'kiya', 'tha', 'teri', 'dadi', 'nay', 'aur', 'uske', 'bap', 'ke', 'zamane', 'me', 'bhi', 'mehengai', 'the', 'kisine', 'kuch', 'nahi', 'kiya', 'kuch', 'nahi', 'hua', 'tu', 'to', 'chup', 'ho', 'ja', 'rahul', 'zyada', 'avaz', 'mat', 'kar', 'yeh', 'national', 'herald', 'ka', 'kya', 'chakkar', 'hai', 'rahul']"
4905,"['media', 'se', 'request', 'hai', 'ki', 'apke', 'survey', 'kise', 'kitni', 'seat', 'k', 'liye', 'hote', 'hai', 'isse', 'behtar', 'hai', 'ki', 'aap', 'logo', 'k', 'halat', 'ka', 'survey', 'karo', 'khastaur', 'se', 'lockdown', 'or', 'mehengai', 'k', 'bad', 'se', 'shayad', 'karodo', 'logo', 'ki', 'dua', 'lag', 'jaye', 'aap', 'logo', 'ko']"
4906,"['mehengai', 'kam', 'karo', 'thoda', 'toh', 'socho', 'ki', 'normal', 'chijo', 'pe', 'gst', 'laga', 'diya', 'modi', 'ji', 'daal', 'chawal', 'ghenhu']"
4907,"['pakistan', 'aur', 'uk', 'mai', 'mehengai', 'competition', 'chal', 'rha', 'hai']"
4908,"['dollar', 'rupe', 'km', 'ho', 'koi', 'faraq', 'nai', 'perhta', 'mehengai', 'tuo', 'wesi', 'hi', 'hai', 'jese', 'pehle', 'thi', 'cooking', 'oil', 'electricity', 'gas', 'wagera']"
4909,"['i', 'dont', 'want', 'to', 'spend', 'rs', 'unnecessary', 'at', 'multiplex', 'har', 'jagah', 'mehengai', 'hey']"
4910,"['teko', 'mehengai', 'nai', 'lag', 'rahidekh', 'apnijaydaadunkenaamlikh', 'kisne', 'rokateko']"
4911,"['bimari', 'ae', 'to', 'thali', 'bajao', 'mehengai', 'ae', 'to', 'jhanda', 'lahrao']"
4912,"['virus', 'ae', 'to', 'thali', 'bajao', 'mehengai', 'ae', 'to', 'jhanda', 'lahrao']"
4913,"['modi', 'dosto', 'k', 'karze', 'maaf', 'karkar', 'aam', 'aadmi', 'k', 'life', 'mein', 'mehengai', 'badaa', 'raha', 'aankhen', 'kholo']"
4914,"['kabhi', 'kana', 'sir', 'ko', 'dekha', 'hai', 'mehengai', 'ya', 'muslim', 'appeasement', 'pe', 'modiji', 'ko', 'question', 'karte', 'hue', 'followers', 'kam', 'ho', 'jayenge', 'na', 'online', 'attack', 'bhi', 'ho', 'sakta', 'isliye', 'rahul', 'kejri', 'etc', 'ko', 'pelo', 'lekin', 'teleprompter', 'ji', 'yashashvi', 'dictator', 'ji', 'ko', 'kabhi', 'question', 'mat', 'karna']"
4915,"['ki', 'janata', 'se', 'bahoot', 'pareshan']"
4916,"['ofc', 'hona', 'parta', 'hai', 'mehengai', 'itni', 'hai']"
4917,"['the', 'only', 'reason', 'is', 'mehengai', 'and', 'berozgari']"
4918,"['array', 'teek', 'hai', 'concentrate', 'on', 'mehengai', 'and', 'berozgaari', 'and', 'pichdapaan', 'of', 'india']"
